Lat,Lng,Category,Name,Address,Website,Image,Zipcode,Phone Number,Visible,Description,Weight
34.09433,-117.72103,DRINK,Whisper House,"502 W 1st st<br />Claremont, CA
",https://www.facebook.com/thewhisperhouse/info?tab=overview,http://siascotch.com/wp-content/uploads/2015/08/bar_whisperhouse_claremont_SIA_Scotch-e1438642636561.jpg,91711,(909) 625-7733,YES,"The Whisper House where the service is phenomenal and the food is absolutely exquisite. They also serve devine drinks! Ask for a SIA Scotch Cocktail, you'll love every sip!",2
38.97786,-76.49070,DRINK,Red Wine,"189B Main Street<br />Annapolis, MD",http://www.redredwinebar.com/,http://siascotch.com/wp-content/uploads/2015/08/bar_redwine_annapolis_SIA_Scotch-e1438640928435.jpg,21401,(410) 990-1144,YES,Bohemian haunt bringing together wine by the glass & bottle with eclectic small & large plates. Also serving amazing SIA Scotch cocktails! ,3
37.79653,-122.40384,DRINK,Roka Akor,"801 Montgomery St<br />San Francisco, CA ",http://www.rokaakor.com/,http://siascotch.com/wp-content/uploads/2015/08/bar_rokaakor_sanfrancisco_SIA_Scotch-e1438641275920.jpg,94133,(415) 362-8887,YES,Grab your SIA cocktail at this upscale Japanese restaurant with an open charcoal grill & lower lounge focused on whiskey & cocktails. ,4
37.76402,-122.46741,STORE,SF Room Service,"900 Irving St<br />San Francisco, CA",https://www.sfroomservice.com/,http://siascotch.com/wp-content/uploads/2015/08/store_sfroomservice_sanfrancisco_SIA_Scotch-e1438642087887.jpg,94122,(415) 566-7666,YES,"SF Room Service carries a wide selection of the finest liquors. They also deliver food, liquor, beer and wine right to your San Francisco doorstep. <a href=""https://www.sfroomservice.com/product/sia-blended-scotch-whisky-750-m""l>Order Online today!</a>",5
37.794729,-122.400507,DRINK,Le Meridien - Bar 333,"333 Battery St<br />San Francisco, CA",http://www.starwoodhotels.com/lemeridien/property/dining/index.html?propertyID=1957,http://siascotch.com/wp-content/uploads/2015/09/bar_bar333_sanfrancisco_SIA_scotch-e1441833614503.jpg,94111,(415) 296-2900,YES,"Chic and sophisticated, Bar 333 invites you to embark on a journey infused with Mediterranean flavours and a hint of contemporary flair. Great bar to order a SIA cocktail!",5
37.800350,-122.441487,DRINK,Emporio Rulli,"2300 Chestnut St<br />San Francisco, CA",http://www.rulli.com/home,http://siascotch.com/wp-content/uploads/2015/09/bar_emporio-rulli_SF_SIA_Scotch-e1441834008337.jpg,94123,(415) 923-6464,YES,"Emporio Rulli sells cakes, cookies, candies, coffees, and wines and now SIA Scotch Whisky. ",
39.650167,-75.791969,STORE,State Line Liquors,"1610 Elkton Rd<br />Elkton, MD
",http://www.statelineliquors.com/,http://siascotch.com/wp-content/uploads/2015/09/store_statelineliquors_elkston_SIA_Scotch-e1441834816845.jpg,21921,(410) 398-3838,YES,"State Line Liquors offers a great selection of booze, in all price ranges. Lots of stuff you won't find in the typical city store and rare bottles. Now selling SIA Scotch.",3
34.068236,-118.383960,STORE,Robert Burns Wines,"157 N Robertson Blvd<br />Beverly Hills , CA
",https://robertburnswines.com/,http://siascotch.com/wp-content/uploads/2015/09/store_RobertBurnsWines_LA_SIA_Scotch-e1441834470329.jpeg,90211,(310) 274-0033,YES,"Robert Burns Wines is a premium retailer of beer, wine, and spirits in Beverly Hills. Now proudly carrying SIA Scotch Whisky. <a href=""http://robertburnswines.com/main.asp?request=SEARCH&search=SIA%20Scotch%20Whisky"">Order SIA online</a> today!",7
37.776331,-122.425884,DRINK,Noir Lounge,"581 Hayes St<br />San Francisco, CA",http://noir-sf.com/,http://siascotch.com/wp-content/uploads/2015/09/bar_noirlounge_SF_SIA_Scotch-e1441835230264.jpg,94102,(415) 431-6647  ,YES,Swanky wine bar & brewpub with a vintage Jazz-era vibe screens old films throughout. Great place to lay back and sip your SIA Scotch. ,3
38.55278	,-75.11168,DRINK,The Den at Bear Trap Dunes,"7 Clubhouse Way<br />Ocean View, DE",http://www.beartrapdunes.com/restaurant.html,http://siascotch.com/wp-content/uploads/2015/10/del-bt-pavilion-mr-e1444160753720.jpg,19970, (302) 537-5600,YES,A must-try coastal restaurant and event venue featuring delectable and exciting twists on classic pub fare. Beautiful place to order a SIA cocktail and relax.,
39.41560	,-76.46278,STORE,Swan Song Spirits,"9639 Belair Road<br />Perry Hall, MD",http://www.swansongspiritswinebeer.com/,http://siascotch.com/wp-content/uploads/2015/10/store_swansongspirit_perryhall_sia_scotch-e1444162096470.jpeg,21236,(410) 529-6699,YES,"This store offers a big selection of beers, wines and spirits. Now selling SIA Scotch Whisky.",
39.32276,-76.50469,STORE,King Discounts Liquors,"8226 Pulaski Hwy<br />Rosedale, MD",http://www.kingliquors.com/,http://siascotch.com/wp-content/uploads/2015/10/store_kingsliquors_rosedale_sia_scotch-e1444162624577.jpg,21237,(410) 686-2770,YES,King Liquors offers a great selections of beer and spirits and very good deals! Now selling SIA Scotch Whisky. ,
38.91651,-75.43987,STORE,Milford Discount Liquors,"656 N Dupont Blvd<br />Milford, DE",http://www.yelp.com/biz/milford-discount-liquors-milford,http://siascotch.com/wp-content/uploads/2015/10/store_milforddiscountiquor_milford_sia_scotch-e1444165825746.jpg,19963,(302) 424-1282,YES,"From Yelp: ""Great beer and wine selection and the guys are really friendly and know their stuff. It's the only place I like to get my booze."" Now carrying SIA Scotch.",
39.16939,-75.51506,STORE,Dover Liquor Warehouse,"825 White Oak Rd<br />Dover, DE",http://www.yelp.com/biz/dover-liquor-warehouse-dover,http://siascotch.com/wp-content/uploads/2015/10/store_doverliquorwarehouse_dover_sia_scotch-e1444166696463.jpg,19901,(302) 736-3080,YES,Convenient liquor store located in Dover now selling SIA Scotch Whisky. ,
39.28092	,-75.59372,STORE,The Right Bottle,"699 Jimmy Dr # 2<br />Smyrna, DE",http://www.rightbottle.com/,http://siascotch.com/wp-content/uploads/2015/10/storeTheRightBottle_smyrna_sia_scotch-e1444163573487.jpg,19977,(302) 653-6131,YES,"Looking for The Right Bottle? Look no further. Clearly marked spacious aisles, value pricing, a knowledgeable and friendly staff and SIA Scotch Whisky. ",4
38.74503,-75.15512,STORE,Cape Wine & Spirits,"34164 Citizen Drive<br />Lewes, DE",http://capewineandspirits.com/,http://siascotch.com/wp-content/uploads/2015/10/store_capewineandspirits_lewes_sia_scotch-e1444166456323.jpg,19958, (302) 644-9463,YES,"Cape Wine & Spirits is a whole new kind of wine and spirits shopping experience. Huge store, great liquor selection including your favorite SIA Scotch Whisky!",3
39.32375,-77.61735,STORE,Tri State Liquors,"96 Souder Rd<br />Brunswick, MD",http://www.yelp.com/biz/tri-state-liquors-brunswick,http://siascotch.com/wp-content/uploads/2015/10/store_tristateliquors_brunswick_sia_scotch-e1444164035154.jpg,21716,(301) 834-4448,YES,"Tri State Liquors offers a wide selection of beers, wines and spirits. Great store to buy a bottle of SIA Scotch. ",
38.92546,-75.56521,STORE,Midway Discount Liquors,"1000 Midway Dr # 5<br />Harrington, DE",http://www.yelp.com/biz/midway-discount-liquor-warehouse-harrington,http://siascotch.com/wp-content/uploads/2015/10/store_midwaydiscountliquors_harrington_sia_scotch-e1444164694354.jpg,19952,(302) 398-7566,YES,Good selection of beer and spirits for a small store. Now selling your SIA Scotch Whisky! ,
38.69982,-75.17034,STORE,Grog Shop,"20750 John J Williams Hwy<br />Lewes, DE",https://www.facebook.com/The-Grog-Shop-250848105101344/timeline/,http://siascotch.com/wp-content/uploads/2015/10/store_grogshop_lewes_sia-scotch-e1444166134932.jpg,19958,(302) 945-0600,YES,"Your destination in Lewes for cold beer, wine and SIA Scotch Whisky. ",5
37.30685,-121.90029,DRINK,Over/Under Sports Bar,"1185 Lincoln Ave <br />San Jose, CA",http://www.yelp.com/biz/over-under-sports-bar-san-jose,http://siascotch.com/wp-content/uploads/2015/10/Screen-Shot-2015-10-06-at-7.44.52-PM-e1444186162379.png,95125,(408) 295-4800,YES,Fantastic food and a great staff make Over/Under an awesome spot to have a SIA Scotch cocktail or watch a game.,
32.75573,-117.13356,STORE,Idaho Market,"2810 El Cajon Blvd<br />San Diego, CA",http://www.yelp.com/biz/idaho-market-san-diego,http://siascotch.com/wp-content/uploads/2015/10/store_idahomarketsandiego_sia_scotch-e1444231412555.jpg,92104,(619) 563-3533,YES,"From a very happy Yelp reviewer: ""I just can't believe the selection of liquors they have.  It is floor-to-ceiling, wall-to-wall MASSIVE."" Great place to buy a bottle of two of SIA.",3
38.69071,-121.19320,STORE,Folsom Wines and Spirits,"6606 Folsom Auburn Rd<br />Folsom, CA",http://www.yelp.com/biz/folsom-wines-and-spirits-folsom,http://siascotch.com/wp-content/uploads/2015/10/store_folsomwinesandspirits_folsom_sia_scotch-e1444188740583.jpg,95630,(916) 988-1000,YES,"Friendly and very knowledgeable staff. Nice selection of wine, beer and spirits. Now selling SIA Scotch.",
34.16090,-118.27389,STORE,Mission Wines & Spirits,"825 W. Glenoaks Blvd.<br />Glendale, CA",https://www.missionliquor.com/,http://siascotch.com/wp-content/uploads/2015/10/store_missionwineandspirits_glandale_sia_scotch-e1444189934159.jpg,91401,(818) 242-0683,YES,"Mission provides an outlet where you can find an array of Wines, Liquor, and Fine Cigars. <a href=""https://www.missionliquor.com/product/sia-blended-scotch-whisky-750ml/14472"">Order SIA Scotch Online</a>",7
32.76489,-117.01919,STORE,La Mesa Wine and Spirits,"8292 La Mesa Blvd<br />La Mesa, CA",http://www.yelp.com/biz/la-mesa-wine-and-spirits-la-mesa-2,http://siascotch.com/wp-content/uploads/2015/10/store_lamesawineandspirits_lamesa_sia_scotch-e1444231754483.jpg,91942,(619) 460-7500,YES,An incredible stock of beer and spirits with a very nice staff that won't hesitate to assist you. Now carrying SIA Scotch.,
34.13251,-118.00977,STORE,House of Spirits,"501 W Duarte Rd<br />Monrovia, CA",http://www.houseofspiritsmonrovia.com/,http://siascotch.com/wp-content/uploads/2015/10/store_houseofspirits_monrovia_sia_scotch-e1444190239490.jpg,91016,(626) 357-1884,YES,"House of Spirits carries a huge selection of different beer, kegs, wines and spirits. Grab a bottle of SIA today!",3
34.13865,-118.25068,STORE,Mission Wines & Spirits,"708 S. Glendale Ave<br />Glendale, CA",https://www.missionliquor.com/,http://siascotch.com/wp-content/uploads/2015/10/store_missionwineandspirits_glaendale_sia_scotch-e1444192525980.jpg,91205,(818) 649-1090,YES,"<a href=""https://www.missionliquor.com/product/sia-blended-scotch-whisky-750ml/14472"">Order SIA Scotch Online.</a> Mission Wines & Liquors in Glendale now is carrying SIA Scotch Whisky. Grab a bottle today.. make it two!",6
33.17059	,-117.20658,STORE,Egg Market,"2202 S Santa Fe Ave<br />Vista, CA",http://www.yelp.com/biz/egg-market-vista,http://siascotch.com/wp-content/uploads/2015/10/store_eggmarket_vista_sia_scotch-e1444192830767.jpg,92084,(760) 727-0275,YES,A family-operated market with a good selection of beers and spirits. Now selling SIA Scotch. ,
33.13250	,-117.12012,STORE,Top Shelf Wine and Spirits,"630 Nordahl Rd Ste C <br />San Marcos, CA",http://www.yelp.com/biz/highway-liquor-san-marcos-2,http://siascotch.com/wp-content/uploads/2015/10/store_topshelf_sanmarcos_sia_scotch-e1444232224929.jpg,92069,(760) 432-6600,YES,"Incredible selection of beer, spirits and everything else. Now selling SIA Scotch. ",
38.29845,-122.28655,DRINK,Ca'momi Osteria,"1141 1st St<br />Napa, CA ",http://camomiosteria.com/,http://siascotch.com/wp-content/uploads/2015/10/restaurant_camomi_napa_siascotch-e1444690163926.jpeg,94559,(707) 224-6664,YES,"Authentic Italian cuisine is good enough to stand on its own true flavors, but it's even better with a glass of SIA Scotch. ",5
32.79239,-117.00288,STORE,Parkway Market,"9085 Dallas St<br />La Mesa, CA",http://www.yelp.com/biz/parkway-markets-la-mesa,http://siascotch.com/wp-content/uploads/2015/10/Screen-Shot-2015-10-12-at-3.53.13-PM-e1444690557404.png,91942,(619) 461-7292,YES,Parkway Market is a convenient liquor store located in La Mesa now selling SIA Scotch Whisky. ,
32.70918,-117.15984,STORE,Wine Bank,"363 5th Ave<br />San Diego, CA",http://sdwinebank.com/,http://siascotch.com/wp-content/uploads/2015/10/store_winebank_sandiego_siascotch-e1444693335371.jpg,92101,(619) 234-7487,YES,One of the most amazing collections of Wine & Spirits on the West Coast; now it got even better with the addition of SIA Scotch Whisky. Grab a bottle today!,3
34.09177	,-118.28002,STORE,Bar Keeper,"3910 Sunset Blvd<br />Los Angeles, CA",http://www.barkeepersilverlake.com/,http://siascotch.com/wp-content/uploads/2015/10/store_barkeeper_losangeles_siascotch-e1444690848258.jpeg,90029,(323) 669-1675,YES,"Bar Keeper sells the ""ritual of drinking spirits"". This beautiful stores is now carrying SIA Scotch Whisky along barware, glassware and a great selection of bitters. ",5
37.44789,-122.17218,DRINK,Stanford Park Hotel,"100 El Camino Real<br /> Menlo Park, CA",http://www.stanfordparkhotel.com/,http://siascotch.com/wp-content/uploads/2015/10/restaurant_stanfordparkhotel_menlopark_sia_scotch-e1445272972635.jpg,94025,(866) 241-2431,YES,"Classic elegance and superb service await you at the Stanford Park Hotel. The restaurant, Menlo Grill Bistro offers a wide range of cocktails from a classic perspective with modern mixology. ",6
34.14655,-118.15117,DRINK,Il Fornaio,"24 W Union St<br /> Pasadena, CA",http://www.ilfornaio.com/pasadena,http://siascotch.com/wp-content/uploads/2015/10/restaurant_ilfornaio_pasadena_sia_scotch-e1445274478181.jpeg,91103,(626) 683-9797,YES,"Upmarket chain for Italian dining, including bread from an in-house bakery. Italian food and SIA Scotch Whisky, fantastico! ",3
38.55402,-121.53874,STORE,Roco Wine and Spirits,"2220 Lake Washington Blvd<br />West Sacramento, CA",http://www.yelp.com/biz/roco-spirits-and-wine-west-sacramento,http://siascotch.com/wp-content/uploads/2015/10/Screen-Shot-2015-10-21-at-1.22.55-PM-e1445459170818.png,95691,(916) 375-0466,YES,Good prices and the owners are really friendly people. Buy a bottle of SIA Scotch and share it with your friends. ,2
33.69764,-117.82759,DRINK,Kettlebar,"2493 Park Ave #41<br />Tustin, CA",http://www.kettlebar.com/,http://siascotch.com/wp-content/uploads/2015/10/restaurant_kettlebar_tustin_sia_scotch-e1445621245890.jpg,92782, (714) 258-8160,YES,This restaurant is a lovely reminder of southern cooking styles. Order your favorite dish along a nice glass of SIA Scotch.,1
33.85024,-118.38865,DRINK,Hudson House,"514 N Pacific Coast Hwy
Redondo Beach, CA
",http://www.hudsonhousebar.com/,http://siascotch.com/wp-content/uploads/2015/10/3F6wQoQJ-e1446136962467.png,90277,(310) 798-9183,YES,"Lively, dimly lit gastropub known for pretzel-bun burgers and an extensive beer selection.",3
38.90043,-77.01580,STORE,Tunnel Fine Wine & Spirit,"311 H St NW<br />Washington, DC",http://www.yelp.com/biz/tunnel-wine-and-spirits-washington,http://siascotch.com/wp-content/uploads/2015/11/o-e1446761194877.jpg,20001,(202) 842-3838,YES,"Compact shop offering a selection of wines, champagnes and hard liquors. Now selling SIA Scotch!",
34.08852,-118.36174,DRINK,Ysabel,"945 N Fairfax Ave<br />Los Angeles, CA",http://ysabelwesthollywood.com/,http://siascotch.com/wp-content/uploads/2015/11/o-1-e1446761604164.jpg,90046,(323) 366-2940,YES,"Lively cocktail bar with a mixology focus serves out of a back and front bar, plus an outdoor patio. Great place to order a SIA Scotch cocktail!",4
36.55498,-121.92007,STORE,The Cheese Shop,"Carmel Plaza - Junipero St<br />Carmel, CA",http://www.thecheeseshopinc.com/,http://siascotch.com/wp-content/uploads/2015/11/o-2-e1446766164475.jpg,93921,(831) 625-2272,YES,"The Cheese Shop! Purveyors of Fine Cheese, Wine, and Gourmet Foods Since 1973. Now carrying SIA Scotch Whisky! ",
34.13651,-118.14727,DRINK,Arroyo Chop House,"536 S Arroyo Pkwy<br />Pasadena, CA",http://www.arroyochophouse.com/,http://siascotch.com/wp-content/uploads/2015/11/lh6.googleusercontent-e1446766559331.jpg,91105,(626) 577-7463,YES,"Upscale steakhouse serving classic American cuts plus seafood, wine & cocktails in a luxe setting. A perfect ambiance to sip on a SIA Scotch cocktail.",
34.12548,-118.26419,DRINK,Tam O'Shanter,"2980 Los Feliz Blvd<br />Los Angeles, CA",http://www.lawrysonline.com/tam-oshanter?typ=full,http://siascotch.com/wp-content/uploads/2015/11/cbk-e1446766907437.jpg,90039,(323) 664-0228,YES,"Scottish pub, housed in a Tudor-style building, with plaid-clad waiters serving prime rib & drinks. Order SIA Scotch and a wonderful Scottish night!",3
37.34631,-121.89345,STORE,Kelly's Liquor,"498 N 4th St<br />San Jose, CA",http://www.worldfamouskellysliquors.com/,http://siascotch.com/wp-content/uploads/2015/11/lh5.googleusercontent-e1446776985892.jpg,95112,(408) 297-4411,YES,"Long-running corner market selling sandwiches, snacks, lottery tickets, liquor, beer & your favorite SIA Scotch Whisky!",
36.12483	,-86.77626,STORE,Craft Brewed,"2502 Franklin Pike<br />Nashville, TN",http://craftbrewednashville.com/,http://siascotch.com/wp-content/uploads/2015/11/store_craftBrewed_nashville_sia_scotch-e1447348854676.jpg,37204,(615) 873-1992,YES,"Craft Brewed specializes in unique, rare and local craft beers and fine spirits. A great store to pick your bottle of SIA Scotch. ",
36.07597,-86.92020,STORE,Red Spirits and Wine,"7066 US-70S<br />Nashville, TN",http://www.redspirits.com/,http://siascotch.com/wp-content/uploads/2015/11/store_redspiritsandwine_nashville_sia_scotch-e1447354958220.jpg,37221,(615) 646-1400,YES,"Red Spirits has an awesome and well educated staff, weekly tastings & great values. Buy a bottle of SIA Scotch today!",6
36.10006,-86.87154,STORE,West Meade Wine and Liquor Mart,"5402 Harding Pike<br />Nashville, TN",http://westmeadewines.com/,http://siascotch.com/wp-content/uploads/2015/11/store_westmeade_nashville_sia_scotch-e1447357305371.jpg,37205,(615) 352-3001,YES,Buy a bottle of SIA Scotch today at this great liquor store. Customer service has been top shelf at West Meade Wine and Liquor Mart since they opened their doors 38 years ago. ,
35.91201,-86.82841,STORE,Red Dog Wine and Spirits,"1031 Riverside Dr<br />Franklin, TN",http://www.reddogwineandspirits.com/,http://siascotch.com/wp-content/uploads/2015/11/r8u0dVBu_400x400-e1447349860364.jpg,37064,(615) 794-9866,YES,"Red Dog Wine and Spirits is a “Franklin original” with deep roots in the community. Red Dog’s selection is one of the largest in Franklin, TN, and is well-stocked with more than 1,700 Wines, 300 plus Whiskies.",
35.91621,-86.82814,STORE,Holiday Wine and Spirits,"112 Royal Oaks Blvd<br />Franklin, TN",http://www.yelp.com/biz/holiday-wines-and-liquors-franklin,http://siascotch.com/wp-content/uploads/2015/11/o1-e1447350705529.jpg,37067,(615) 790-9463,YES,Great people and incredible service make Holiday Wine and Spirits one of the best liquor stores in Franklin. Now serving SIA Scotch. ,
32.81379,-117.21704,STORE,Bay Ho Liquor & Deli,"4031 Avati Dr<br />San Diego, CA",http://bayholiquor.com/,http://siascotch.com/wp-content/uploads/2015/11/10403290_723668881028809_6030658313720722870_n-e1447438936275.jpg,92117,(858) 581-3000,YES,"Family owned and operated, Bay Ho Liquor and Deli prides itself on good old fashion service, great people and good deals. Now selling SIA Scotch. ",
35.92482,-86.79569,STORE,Franklin Wine and Spirits,"1400 Liberty Pike<br />Franklin, TN",http://www.franklinwines.com/,http://siascotch.com/wp-content/uploads/2015/11/FhOKD21J_400x400-e1447352131115.jpeg,37067,(615) 794-4242,YES,"The store has over 25,000 bottles in inventory providing a wide range of options from all over the world. Now selling SIA Scotch Whisky!",
36.12437,-86.84849,STORE,Belle Meade Wine & Spirits,"4556 Harding Pike<br />Nashville, TN",http://www.bellemeadewineandspirits.com/,http://siascotch.com/wp-content/uploads/2015/11/store_bellemeadewineandspirits_nashville_sia_scotch-e1447358599861.jpg,37205,(615) 920-5777,YES,"With a great selection and fast customer service, they offer a fun and painless customer experience. Now carrying SIA Scotch Whisky. . ",
36.12684,-86.84740,STORE,The Wine Chap,"4322 Harding Pike #101<br />Nashville, TN",http://www.thewinechap.com/,http://siascotch.com/wp-content/uploads/2015/11/store_thewinechap_nashville_sia_scotch-e1447358964235.jpg,37205,(615) 386-0133,YES,"Awesome store located in Nashville, now carrying SIA Scotch. Their selection of wine and spirits continues to grow and evolve. ",
33.98627,-117.68957,STORE,Napa Cabs,"14702 Central Ave<br />Chino, CA",http://www.napacabs.com/,http://siascotch.com/wp-content/uploads/2015/11/423880_10151402621426036_1452287261_n-e1447439732685.png,91710,(909) 548-2888,YES,"Napa Cabs offers an extensive selection and inventory of wine, spirits, beer, gift baskets and related accessories. Check out our store in person or <a href =""http://www.napacabs.com/sia-blended-scotch-whisky-mullenweg-edition-750ml.html"">Buy SIA Scotch Online!</a>",8
35.93454,-86.82541,STORE,The Bottle Shop,"1556 W McEwen Dr
Franklin, TN",http://www.bottleshop-mcewen.com/,http://siascotch.com/wp-content/uploads/2015/11/15318e50acb45f115388aa394fc333f9_400x400-e1447352524729.jpeg,37067,"(615) 807-1656
",YES,"All of their wine, spirits, and craft beer is hand selected by their knowledgeable and very friendly staff with an emphasis on quality and value. Great store to buy a bottle of SIA Scotch!",
35.96982,-86.81127,STORE,Moon Wine and Spirits,"6910 Moores Ln<br />Brentwood, TN",http://www.moonwineandspirits.com/,http://siascotch.com/wp-content/uploads/2015/11/UcNaJuus_400x400-e1447354442145.jpeg,37027,(615) 472-1772,YES,"Whether you’re hosting a party or just looking for the perfect bottle to go with dinner, Moon Wine & Spirits is your convenient, one-stop source for great service and selection. Now carrying SIA.",
36.07518,-86.91868,STORE,Iriquois Wine and Spirits ,"7063 US-70S<br />Nashville, TN",http://m.mainstreethub.com/iroquoiswineandspirits,http://siascotch.com/wp-content/uploads/2015/11/store_iroquouis_nashville_sia_scotch-e1447356096749.jpg,37221,(615) 662-9463,YES,"Iroquois offers extensive wine, beer and spirits inventories and knowledgeable staff ensure your satisfaction. Stop by and buy a bottle of SIA Scotch to share with your friends!",
37.34631,-121.89345,STORE,Kelly's Liquor,"498 N 4th St<br />San Jose, CA",http://www.worldfamouskellysliquors.com/,http://siascotch.com/wp-content/uploads/2015/11/737053_572161666130650_1311163660_o-e1447439265180.jpg,95112,(408) 297-4411,YES,Stop by Kelly's Liquor and buy a bottle of SIA Scotch today. Family owned since 1938. Specializing in Craft Beer & Fine Liquor & Wine.,1
34.13329,-117.91191,STORE,Canyon City Liquor,"424 W Foothill Blvd<br />Azusa, CA",http://www.yelp.com/biz/canyon-city-liquor-and-delicatessen-azusa,http://siascotch.com/wp-content/uploads/2015/11/Screen-Shot-2015-11-25-at-4.09.30-PM-e1448496783561.png,91702,(626) 969-2017,YES,Very convenient liquor store in Azusa. Good selection on beer and wine and also spirits. Now selling SIA Scotch Whisky. ,
37.33058	,-121.88607,DRINK,Cafe Stritch,"374 S 1st St<br />San Jose, CA",http://www.cafestritch.com/,http://siascotch.com/wp-content/uploads/2015/11/cafe-stritch-e1448497063945.jpg,95113,(408) 280-6161,YES,Exposed-brick walls & a chill vibe are on offer at this live-music venue for American fare & drinks. Now serving SIA Scotch Whisky. ,3
33.76831,-118.19259,DRINK,L'Opera Ristorante,"101 Pine Ave<br />Long Beach, CA",http://www.lopera.com/,http://siascotch.com/wp-content/uploads/2015/11/p122863231-3-e1448497408933.jpg,90802,(562) 491-0066,YES,"Great restaurant to enjoy SIA Scotch while eating handmade pastas, grilled meats & other Northern Italian fare served in a sophisticated atmosphere. ",4
36.35172,-82.21293,STORE,Doe River Wine and Spirits,"630 Broad St<br />Elizabethton, TN",https://www.facebook.com/pages/Doe-River-Wine-Spirits/339663316155274,http://siascotch.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-13-at-12.17.23-PM-e1450038035272.png,37643,(423) 543-0037,YES,Doe River Wine and Spirits in Elizabethton is now carrying SIA Scotch. Pick up your bottle today. ,
36.14935,-86.77809,STORE,Frugal MacDoogal Warehouse,"701 Division Street<br />Nashville, TN",http://www.frugalmacdoogal.com/,http://siascotch.com/wp-content/uploads/2015/12/store_frugalmacdoogal_nashville_siascotch-e1450039505545.jpg,37203,(615) 242-3612,YES,"Frugal MacDoogal is now selling SIA Scotch. Voted Nashville's Best. Largest Wine, Liquor & Beer Warehouse. Awesome customers, vendors, associates and neighbors. ",3
38.33291,-76.46538,STORE,Port Of Call Liquors,"14090 H G Trueman Road<br />`Solomons, MD",https://plus.google.com/115160629404545636730/about?gl=us&hl=en,http://siascotch.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-13-at-6.09.51-PM-e1450059067514.png,20688,(410) 326-2525,YES,You can now buy a bottle of delicious SIA Scotch Whisky at Port of Call Liquors in Solomons. ,
34.26156,-119.21176,STORE,Village Wine and Spirits,"1449 S Victoria Ave # B<br />Ventura, CA",http://www.yelp.com/biz/village-wine-and-spirits-ventura,http://siascotch.com/wp-content/uploads/2015/12/store_villagewineandspirits_ventura_sia_scotch-e1450064153868.jpg,93003,(805) 644-9463,YES,This store is well stocked in liquors and it's a great place to get a unique gift for someone who loves spirits. Now selling SIA Scotch. ,
36.50530,-87.26191,STORE,Favorite Liquors,"2570 Madison St<br />Clarksville, TN",http://www.yelp.com/biz/favorite-liquors-clarksville-3,http://siascotch.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-13-at-12.33.11-PM-e1450038844416.png,37043,(931) 358-4443,YES,You can now find SIA Scotch Whisky at Favorite Liquors in Clarksville. ,
36.16400,-85.51257,STORE,Wow Wine and Liquor,"36 S Willow Ave<br />Cookeville, TN",https://www.facebook.com/hkm3inc/info/?tab=overview,http://siascotch.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-13-at-3.25.44-PM-e1450049221304.png,38501,(931) 854-1146,YES,WOW Wine & Liquor has it all -  from beer to wine to great spirits you can find it all here. They also have a wide variety of cigars and your favorite SIA Scotch!,
39.07267,-76.54636,STORE,Dawson's Liquors,"589 Baltimore and Annapolis Trail<br />Severna Park, MD",http://dawsonsliquor.com/,http://siascotch.com/wp-content/uploads/2015/12/store_dawsonliquor_severnapark_sia_scotch-e1450055955882.jpeg,21146,(410) 544-6200,YES,"Dawson’s! Located in the heart of Severna Park, Maryland. They offer service, quality and selection to customers across the state. Buy a bottle of SIA Scotch Whisky today!",
39.03351,-76.90708,STORE,Old Line Fine Wine and Spirits,"11011 Baltimore Ave<br />Beltsville, MD",http://www.oldlinewine.com/,http://siascotch.com/wp-content/uploads/2015/12/store_oldline_beltsville_siascotch-e1450056447390.jpg,20705,(301) 937-5999,YES,"Located in the heart of Beltsville, Old Line Fine Wine, Spirits & Bistro is one of Maryland’s largest fine wine and spirits superstores; now carrying SIA Scotch.",
38.28982,-76.48349,DRINK,Twist - Lime Lounge,"22608 Three Notch RdVbr />Lexington Park, MD",http://www.twistlimelounge.com/,http://siascotch.com/wp-content/uploads/2015/12/bar_limelounge_lexingtonpark_sia_scotch1-e1450057958898.jpg,20653,(240) 237-8048,YES,"The Lime Lounge at Twist Wine & Spirits is a modern and comfortable lounge for friends and colleagues to sip, snack and socialize. Now selling SIA Scotch. ",1
39.16958,-76.8653,STORE,Kings Contrivance Liquor Shop,"8630 Guilford Rd<br />Columbia, MD",http://www.yelp.com/biz/kings-contrivance-liquor-and-smoke-shop-columbia,http://siascotch.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-13-at-6.31.51-PM-e1450060411522.png,21046,(410) 290-7860,YES,Convenient liquor store located in Columbia with a good selections of wine and spirits. You can now buy a bottle of SIA Scotch at Kings. ,
36.11965,-86.77754,STORE,Melrose Wine & Spirits,"2617 Franklin Pike<br />Nashville, TN",http://www.yelp.com/biz/melrose-wines-and-spirits-nashville,http://siascotch.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-13-at-1.32.01-PM-e1450042384187.png,37204,(615) 915-4786,YES,Convenient and nice liquor store in Nashville. Very good selection of beer and spirits and great customer service. ,
